,الرقم,التقييم,عدد المقيمين,المساحة,اسم العقار,الحي,سعر الليلة,المدينة,التصنيف
13217,608,10.0,50,40,استديو هادئ وأنيق بدخول ذاتي,حي العقيق,382,الرياض,استديو
13218,609,9.9,63,25,استديو بسرير ماستر وجلسة جانبية,حي الفلاح,288,الرياض,استديو
13219,610,9.9,46,75,شقة بصالة وغرفة نوم,حي اليرموك,465,الرياض,شقة
13220,611,9.3,26,64,استديو هادئ بدخول ذاتي,حي السلام,500,الرياض,استديو
13221,612,9.9,35,75,استديو بتصميم انيق ودخول ذاتي,حي النزهة,269,الرياض,استديو
13222,613,9.9,26,50,شقة بصالة أنيقة ودخول ذاتي,حي اليرموك,350,الرياض,شقة
13223,614,9.5,25,25,استديو انيق وهادئ بدخول ذاتي,حي المونسية,249,الرياض,استديو
13224,615,8.1,17,60,شالية بمجلس ومسبح خارجي,حي الرمال,"1,200",الرياض,شاليه
13225,616,8.8,16,350,شالية بمجلس وفناء خارجي,حي الرمال,"1,200",الرياض,شاليه
13226,617,8.7,24,60,استديو بسرير ماستر وجلسة,حي حطين,329,الرياض,استديو
13227,618,9.9,26,75,شقة هادئة بصالة وغرفة نوم,حي الحمراء,370,الرياض,شقة
13228,619,9.9,26,75,شقة بدخول ذاتي وصالة أنيقة,حي الياسمين,599,الرياض,شقة
13229,620,9.0,10,40,استديو مريح لليلة جميلة ومميزة,حي العقيق,250,الرياض,استديو
13230,621,9.8,15,50,شقة بصالة وغرفة نوم,حي النرجس,450,الرياض,شقة
13231,622,9.7,17,50,استديو بسرير ماستر وجلسة جانبية,حي الملقا,650,الرياض,استديو
13232,623,10.0,17,90,استديو مريح لليلة جميلة ومميزة,حي الحمراء,325,الرياض,استديو
13233,624,9.6,4,50,شقة بتصميم هادئ ودخول ذاتي,حي العقيق,785,الرياض,شقة
13234,625,7.6,17,60,شقة بجلسة خارجيه مدخل خاص,حي العقيق,500,الرياض,شقة
13235,626,10.0,25,35,استديو بتصميم هادئ ودخول ذاتي,حي الملقا,329,الرياض,استديو
13236,627,9.3,15,75,غرفه بصاله وجاكوزي,حي اليرموك,540,الرياض,شقة
13237,628,10.0,13,32,استديو انيق بدخول ذاتي,حي الملقا,369,الرياض,استديو
13238,629,9.8,11,75,شقة بغرفة نوم وصالة,حي التعاون,480,الرياض,شقة
13239,630,10.0,2,100,استديو هادئ بسرير ماستر,حي المصيف,450,الرياض,استديو
13240,631,10.0,3,40,استديو هادئ بدخول ذاتي,حي السعادة,400,الرياض,استديو
13241,632,10.0,3,50,شقة بغرفة نوم وصالة 26,حي العقيق,575,الرياض,شقة
13242,633,10.0,1,50,شقة بغرفة جلوس وغرفة نوم 33,حي العقيق,575,الرياض,شقة
13243,634,10.0,4,60,استديو بسرير ماستر وجلسة جانبية,حي الياسمين,495,الرياض,استديو
13244,635,10.0,1,60,شقة بدخول ذاتي وصالة أنيقة,حي حطين,550,الرياض,شقة
13245,636,0.0,0,50,استديو بسرير ماستر وجلسة جانبية,حي العقيق,397,الرياض,استديو
13246,637,9.7,198,75,شقة بغرفة نوم وصالة جلوس,حي الحمراء,430,الرياض,شقة
13247,638,9.4,134,23,استديو هادئ وأنيق بدخول ذاتي,حي قرطبة,471,الرياض,استديو
13248,639,9.9,184,45,استديو بسرير ماستر ودخول ذاتي,حي الملقا,600,الرياض,استديو
13249,640,9.7,246,75,استديو انيق وهادئ بدخول ذاتي,حي غرناطة,749,الرياض,استديو
13250,641,9.2,110,60,شقة بصالة وغرفة نوم دخول ذاتي,حي قرطبة,549,الرياض,شقة
13251,642,9.6,115,50,شقة بصالة انيقة وغرفة نوم,حي الملقا,399,الرياض,شقة
13252,643,9.8,47,60,شقة بصالة و غرفة نوم,حي المونسية,450,الرياض,شقة
13253,644,10.0,288,70,استديو واسع و أنيق بدخول ذاتي,حي اليرموك,528,الرياض,استديو
13254,645,9.8,97,80,استديو بسرير ماستر وتصميم انيق,حي اليرموك,329,الرياض,استديو
13255,646,9.9,52,75,شقة بصالة انيقة وغرفة نوم,حي المونسية,450,الرياض,شقة
13256,647,9.8,101,60,استديو بتصميم انيق ودخول ذاتي,حي حطين,480,الرياض,استديو
13257,648,9.9,267,50,شقة فاخرة بالقرب من البوليفارد,حي العقيق,528,الرياض,شقة
13258,649,9.8,74,60,استديو بسرير ماستر وجلسة جانبية,حي حطين,400,الرياض,استديو
13259,650,9.7,119,75,استديو مريح لليلة جميلة ومميزة,حي العقيق,999,الرياض,استديو
13260,651,9.7,51,50,شقة انيقة بغرفتين نوم وصالة,حي الصحافة,"2,000",الرياض,شقة
13261,652,9.7,74,90,استديو مريح لليلة جميلة ومميزة,حي اليرموك,300,الرياض,استديو
13262,653,9.8,55,75,شقة بغرفة نوم وصالة,حي اليرموك,250,الرياض,شقة
13263,654,9.9,86,50,استديو بسرير ماستر وجلسة,حي النزهة,296,الرياض,استديو
13264,655,9.0,35,40,استديو بسرير ماستر ودخول ذاتي,حي اليرموك,299,الرياض,استديو
13265,656,9.8,29,75,شقة بصالة جلوس وغرفة نوم,حي الحمراء,264,الرياض,شقة
13266,657,9.0,43,65,استديو مريح لليلة جميلة ومميزة,حي حطين,350,الرياض,استديو
13267,658,10.0,25,35,استديو انيق بأجواء وموقع مميز,حي العقيق,318,الرياض,استديو
13268,659,10.0,24,50,استديو هادئ بدخول ذاتي,حي النرجس,320,الرياض,استديو
13269,660,8.3,21,60,شالية بغرفة نوم مطله على المسبح,حي الرمال,"1,200",الرياض,شاليه
13270,661,10.0,26,45,استديو مريح لليلة جميلة ومميزة,حي الملقا,750,الرياض,استديو
13271,662,9.5,33,60,شقة بتصميم هادئ ودخول ذاتي,حي قرطبة,480,الرياض,شقة
13272,663,9.3,25,40,استديو بتصميم أنيق ودخول ذاتي,حي اشبيلية,350,الرياض,استديو
13273,664,9.6,26,25,استديو مميز بدخول ذاتي,حي لبن,369,الرياض,استديو
13274,665,10.0,14,50,استديو بأثاث مريح وبسيط 7C,حي الياسمين,419,الرياض,استديو
13275,666,10.0,7,50,شقة بغرفة نوم وصالة,حي الملقا,470,الرياض,شقة
13276,667,9.9,10,60,شقة بغرفة نوم وصالة,حي اليرموك,350,الرياض,شقة
13277,668,9.8,16,100,استديو بسرير ماستر ودخول ذاتي,حي الورود,495,الرياض,استديو
13278,669,10.0,8,50,شاليه بجلسة تطل على مسبح خارجي,حي الرمال,"2,799",الرياض,شاليه
13279,670,9.6,10,27,استديو بسرير ماستر وجلسة جانبية,حي حطين,550,الرياض,استديو
13280,671,10.0,9,50,شقة بغرفة معيشة وغرفة نوم,حي اليرموك,340,الرياض,شقة
13281,672,10.0,9,50,شقة بغرفة معيشة وغرفة نوم,حي اليرموك,340,الرياض,شقة
13282,673,10.0,8,50,شقة بغرفة نوم وصالة,حي العقيق,470,الرياض,شقة
13283,674,10.0,3,75,شقة بغرفة جلوس وغرفة نوم 42,حي العقيق,575,الرياض,شقة
13284,675,9.9,185,75,شقة بصالة جلوس ودخول ذاتي,حي الحزم,395,الرياض,شقة
13285,676,9.2,118,50,شقة بصالة وغرفتين نوم دخول ذاتي,حي قرطبة,850,الرياض,شقة
13286,677,9.7,105,50,شقة بصاله ودخول ذاتي,حي قرطبة,450,الرياض,شقة
13287,678,9.7,89,75,شقة بصالة و غرفة نوم,حي القيروان,750,الرياض,شقة
13288,679,9.6,109,100,استديو أنيق وهادئ بدخول ذاتي,حي العقيق,289,الرياض,استديو
13289,680,9.6,92,80,استديو بسرير ماستر ودخول ذاتي,حي حطين,488,الرياض,استديو
13290,681,0.0,0,45,استديو بتصميم أنيق ودخول ذاتي,حي الملقا,314,الرياض,استديو
13291,682,9.5,121,75,شقة بغرفة معيشة وغرفة نوم,حي اليرموك,580,الرياض,شقة
13292,683,9.9,96,50,شقة بغرفة جلوس وغرفة نوم,حي اشبيلية,360,الرياض,شقة
13293,684,9.8,111,40,استديو بسرير ماستر ودخول ذاتي,حي اليرموك,280,الرياض,استديو
13294,685,9.8,70,50,شقة بصالة انيقة ودخول ذاتي,حي المروج,350,الرياض,شقة
13295,686,9.9,101,60,استديو بجلسة خارجية دخول ذكي,حي النزهة,269,الرياض,استديو
13296,687,9.9,83,20,استديو بأثاث فخم وجلسة خارجية,حي النزهة,322,الرياض,استديو
13297,688,9.9,87,60,استديو انيق بأجواء وموقع مميز,حي الملقا,300,الرياض,استديو
13298,689,9.8,81,80,استديو بتصميم انيق ودخول ذاتي,حي حطين,500,الرياض,استديو
13299,690,9.9,60,30,استديو بأثاث مريح وبسيط,حي الملقا,398,الرياض,استديو
13300,691,9.4,50,40,استديو بسرير ماستر وجلسة,حي الربيع,300,الرياض,استديو
13301,692,9.3,37,60,شقة بصالة انيقة وغرفة نوم,حي الشفا,260,الرياض,شقة
13302,693,9.5,25,20,استديو بأثاث مريح وبسيط,حي النرجس,310,الرياض,استديو
13303,694,9.6,39,50,استديو مودرن بدخول ذاتي,حي اليرموك,299,الرياض,استديو
13304,695,9.8,42,40,استديو مريح لليلة جميلة ومميزة,حي الملقا,385,الرياض,استديو
13305,696,9.9,40,60,شقة بغرفة معيشة وغرفة نوم,حي قرطبة,400,الرياض,شقة
13306,697,9.9,35,35,استديو بأثاث مريح وبسيط,حي الياسمين,248,الرياض,استديو
13307,698,9.1,16,60,شالية بغرفة نوم مطله على المسبح,حي الرمال,"1,200",الرياض,شاليه
13308,699,9.8,49,60,شقة أنيقة بصالة وغرفة نوم,حي الروابي,399,الرياض,شقة
13309,700,10.0,17,60,شقة بغرفة معيشة وغرفة نوم,حي قرطبة,500,الرياض,شقة
13310,701,9.9,36,60,استديو مريح لليلة جميلة ومميزة,حي اليرموك,320,الرياض,استديو
13311,702,9.9,42,40,استديو هادئ بدخول ذاتي,حي الخليج,416,الرياض,استديو
13312,703,9.7,20,75,أستديو بسرير ماستر,حي المونسية,236,الرياض,استديو
13313,704,9.9,22,40,استديو بسرير ماستر وجلسة,حي العقيق,297,الرياض,استديو
13314,705,10.0,25,60,استديو مريح لليلة جميلة ومميزة,حي الخليج,279,الرياض,استديو
13315,706,9.6,9,35,استديو بأجواء وموقع مميز,حي النرجس,338,الرياض,استديو
13316,707,9.5,23,25,استديو هادئ بدخول ذاتي,حي الورود,353,الرياض,استديو
13317,708,9.9,17,45,استديو باثاث مريح وبسيط,حي اليرموك,259,الرياض,استديو
13318,709,9.7,14,25,استديو هادئ بدخول ذاتي,حي الملقا,"1,299",الرياض,استديو
13319,710,10.0,14,35,استديو بسرير ماستر ودخول ذاتي,حي الاندلس,399,الرياض,استديو
13320,711,10.0,12,35,استديو مريح لليلة جميلة ومميزة,حي الملقا,400,الرياض,استديو
13321,712,10.0,7,75,شقة بصالة وغرفة نوم,حي العقيق,480,الرياض,شقة
13322,713,9.8,6,35,استديو بسرير ماستر وجلسة جانبية,حي الحمراء,550,الرياض,استديو
13323,714,8.2,10,60,استديو بأجواء وموقع مميز,حي الملقا,500,الرياض,استديو
13324,715,10.0,8,50,شالية بمسبح واجواء عائلية ومميزة,حي الرمال,"2,799",الرياض,شاليه
13325,716,9.8,5,40,استديو بتصميم أنيق ودخول ذاتي,حي العقيق,320,الرياض,استديو
13326,717,9.0,9,55,استديو بأثاث مريح وبسيط,حي النرجس,299,الرياض,استديو
13327,718,8.7,6,40,استديو بتصميم هادئ ودخول ذاتي,الازدهار,315,الرياض,استديو
13328,719,9.8,7,30,استديو هادئ بدخول ذاتي,الازدهار,296,الرياض,استديو
13329,720,10.0,2,35,استديو بسرير ماستر ودخول ذاتي,الازدهار,375,الرياض,استديو
13330,721,10.0,4,75,شقة بغرفة معيشة وغرفة نوم 40,حي العقيق,575,الرياض,شقة
13331,722,10.0,4,25,استديو مريح لليلة جميلة ومميزة,حي اليرموك,700,الرياض,استديو
13332,723,10.0,4,25,استديو مريح لليلة جميلة ومميزة,حي اليرموك,630,الرياض,استديو
13333,724,10.0,1,60,شقة هادئة بصالة وغرفة نوم,حي الشفا,260,الرياض,شقة
13334,725,10.0,1,60,شقة بصالة أنيقة ودخول ذاتي,حي العقيق,650,الرياض,شقة
13335,726,0.0,0,60,استديو بسرير ماستر وجلسة جانبية,حي لبن,349,الرياض,استديو
13336,727,0.0,0,30,استديو بأثاث مريح وبسيط,حي الياسمين,477,الرياض,استديو
13337,728,9.6,206,60,شقة بغرفة جلوس وغرفة نوم,حي حطين,398,الرياض,شقة
13338,729,9.7,142,75,شاليه بمسبح وغرفة نوم,حي الرمال,"1,400",الرياض,شاليه
13339,730,9.5,187,50,شقة بغرفة نوم وصالة جلوس,حي الحمراء,430,الرياض,شقة
13340,731,9.9,52,28,استديو بدخول ذاتي بموقع مميز,حي غرناطة,325,الرياض,استديو
13341,732,9.8,150,25,استديو بتصميم انيق بسرير ماستر,حي الفلاح,530,الرياض,استديو
13342,733,9.9,73,50,شقة بصالة وغرفة نوم بتصميم هادئ,حي حطين,900,الرياض,شقة
13343,734,10.0,111,40,استديو بموقع مميز بدخول ذاتي,حي الحمراء,369,الرياض,استديو
13344,735,9.9,86,24,استديو أنيق وهادئ بدخول ذاتي,حي الخليج,366,الرياض,استديو
13345,736,9.7,121,22,استديو هادئ وأنيق بدخول ذاتي,حي قرطبة,350,الرياض,استديو
13346,737,9.5,47,25,استديو بسرير ماستر وجلسة جانبية,حي الملقا,250,الرياض,استديو
13347,738,9.6,93,75,استديو بسرير ماستر وجلسة جانبية,حي الخليج,215,الرياض,استديو
13348,739,9.9,73,40,استديو جميل وواسع بدخول ذكي,حي الغدير,700,الرياض,استديو
13349,740,9.4,81,75,شقة أنيقة وهادئة بدخول ذاتي,حي الياسمين,269,الرياض,شقة
13350,741,10.0,65,50,شقة بصالة انيقة وغرفة نوم,حي حطين,600,الرياض,شقة
13351,742,9.9,56,30,استديو بسرير ماستر وجلسة جانبية,حي الملقا,398,الرياض,استديو
13352,743,9.8,102,60,استديو هادئ وأنيق بدخول ذاتي,حي العقيق,529,الرياض,استديو
13353,744,9.7,74,50,شقة بصالة و غرفة نوم,حي اليرموك,322,الرياض,شقة
13354,745,9.6,57,75,استديو  مريح بدخول ذاتي,حي لبن,369,الرياض,استديو
13355,746,9.8,82,30,استديو بدخول ذاتي وجلسة خارجية,حي النزهة,342,الرياض,استديو
13356,747,10.0,20,60,شقة بغرفة معيشة وغرفة نوم,حي الصحافة,350,الرياض,شقة
13357,748,9.7,59,75,شقة بصالة وغرفة نوم بأثاث مريح,حي الشفا,250,الرياض,شقة
13358,749,9.9,80,60,شقة بصالة انيقة وغرفة نوم,حي المصيف,500,الرياض,شقة
13359,750,9.3,76,40,استديو بسرير ماستر وجلسة,حي العريجاء الغربي,250,الرياض,استديو
13360,751,9.9,14,32,استديو بأثاث مريح وبسيط,حي اليرموك,219,الرياض,استديو
13361,752,9.9,67,25,استديو مريح بدخول ذاتي,حي لبن,369,الرياض,استديو
13362,753,9.4,12,50,شقة بغرفة معيشة وغرفة نوم,حي اليرموك,390,الرياض,شقة
13363,754,9.8,87,30,استديو بسرير ماستر ودخول ذاتي,حي النزهة,315,الرياض,استديو
13364,755,9.6,62,30,استديو بسرير مفرد و أثاث مريح,حي طويق,230,الرياض,استديو
13365,756,9.9,17,60,استديو بموقع مميز بدخول ذاتي,حي المصيف,299,الرياض,استديو
13366,757,9.6,51,60,شقة بصالة وغرفة نوم وبأثاث مريح,حي الشفا,260,الرياض,شقة
13367,758,9.8,81,30,استديو بسرير ماستر وجلسة,حي الربيع,550,الرياض,استديو
13368,759,9.9,56,300,أستديو هادئ بدخول ذاتي,حي طويق,350,الرياض,استديو
13369,760,9.6,46,300,استديو هادئ بدخول ذاتي,حي طويق,245,الرياض,استديو
13370,761,8.9,47,60,شقة بصالة انيقة ودخول ذاتي,حي حطين,399,الرياض,شقة
13371,762,9.9,43,20,استديو بأثاث مريح وبسيط,حي الدار البيضاء,225,الرياض,استديو
13372,763,9.5,48,30,استديو هادئ بدخول ذاتي,حي اشبيلية,256,الرياض,استديو
13373,764,9.9,36,50,استديو بدخول ذاتي ومدخل خاص,حي اشبيلية,240,الرياض,استديو
13374,765,9.8,33,26,استديو مريح لليلة جميلة ومميزة,حي النزهة,349,الرياض,استديو
13375,766,9.7,15,60,شقة بتصميم هادئ وصالة جلوس,حي المصيف,360,الرياض,شقة
13376,767,10.0,15,32,استديو هادئ بدخول ذاتي,حي العقيق,350,الرياض,استديو
13377,768,9.6,26,25,استديو انيق وجميل بدخول ذاتي,حي اليرموك,222,الرياض,استديو
13378,769,9.4,6,75,شقة بغرفة نوم وصالة,حي الياسمين,410,الرياض,شقة
13379,770,9.9,36,25,استديو بتصميم بوهيمي ودخول ذكي,حي المونسية,250,الرياض,استديو
13380,771,9.9,23,50,استديو بأجواء وموقع مميز,حي حطين,750,الرياض,استديو
13381,772,9.2,23,35,استديو بسرير ماستر وجلسة,حي الخليج,400,الرياض,استديو
13382,773,9.7,27,60,شقة أنيقة بصالة وغرفة نوم,حي قرطبة,599,الرياض,شقة
13383,774,9.3,26,30,استديو بسرير ماستر وجلسة جانبية,حي الروابي,399,الرياض,استديو
13384,775,9.7,20,50,شقة بغرفة معيشة وغرفة نوم,حي الخليج,550,الرياض,شقة
13385,776,10.0,27,96,شقة بغرفة جلوس وغرفة نوم,حي النزهة,399,الرياض,شقة
13386,777,10.0,14,50,شقة بصالة وغرفة نوم دخول ذاتي 5A,حي الياسمين,550,الرياض,شقة
13387,778,10.0,10,60,استديو بسرير ماستر وجلسة جانبية,حي العقيق,300,الرياض,استديو
13388,779,10.0,19,80,استديو هادئ بدخول ذاتي,حي الورود,550,الرياض,استديو
13389,780,9.9,21,30,استديو بسرير ماستر وجلسة جانبية,حي طويق,355,الرياض,استديو
13390,781,9.7,21,60,شقة بغرفة نوم وصالة وبأثاث مريح,حي اليرموك,350,الرياض,شقة
13391,782,9.8,28,50,استوديو بدخول ذاتي,حي النهضة,"10,000",الرياض,استديو
13392,783,10.0,8,30,استديو هادئ بسرير ماستر,حي طويق,399,الرياض,استديو
13393,784,10.0,8,40,استديو بسرير ماستر وجلسة,حي الخليج,370,الرياض,استديو
13394,785,10.0,3,60,استديو بسرير ماستر ودخول ذاتي,حي الملقا,330,الرياض,استديو
13395,786,10.0,2,60,استديو بسرير ماستر وجلسة جانبية,حي اشبيلية,240,الرياض,استديو
13396,787,0.0,0,75,شقة بجلسة خارجية وغرفتين نوم,حي العقيق,950,الرياض,شقة
13397,788,9.3,175,75,استديو بمدخل جانبي ودخول ذاتي,حي غرناطة,312,الرياض,استديو
13398,789,9.7,161,50,استديو بتصميم هادئ ودخول ذاتي,حي الوادي,288,الرياض,استديو
13399,790,9.6,164,30,استديو بتصميم مودرن بدخول ذاتي,حي غرناطة,299,الرياض,استديو
13400,791,9.8,70,25,استديو بأثاث مريح وبسيط,حي النزهة,299,الرياض,استديو
13401,792,9.9,82,55,استديو واسع و انيق بسرير ماستر,حي قرطبة,400,الرياض,استديو
13402,793,9.7,149,40,استديو مريح لليلة جميلة ومميزة,حي حطين,499,الرياض,استديو
13403,794,9.8,153,60,شقة  بصالة جلوس وغرفة نوم,حي الحزم,395,الرياض,شقة
13404,795,9.9,132,40,استديو بتصميم انيق ودخول ذاتي,حي العقيق,370,الرياض,استديو
13405,796,9.8,86,40,استديو انيق بجانب البوليڤارد,حي العقيق,510,الرياض,استديو
13406,797,9.9,67,50,شقة بصالة مريحة بدخول ذاتي,حي العقيق,618,الرياض,شقة
13407,798,9.6,34,60,استديو بأثاث مريح وبسيط,حي الياسمين,450,الرياض,استديو
13408,799,9.8,68,50,استديو مميز بدخول ذاتي,حي لبن,369,الرياض,استديو
13409,800,9.8,16,75,شقة بغرفة جلوس وغرفتين نوم,حي النرجس,700,الرياض,شقة
13410,801,9.8,89,90,استديو بسرير ماستر و جلسة جانبية,حي اليرموك,300,الرياض,استديو
13411,802,9.7,30,60,شقة بغرفة معيشة وغرفة نوم,حي العقيق,315,الرياض,شقة
13412,803,9.6,71,90,استديو هادئ بدخول ذاتي,حي الربيع,300,الرياض,استديو
13413,804,9.9,73,30,استديو جميل بدخول ذاتي,حي لبن,369,الرياض,استديو
13414,805,9.0,49,30,استديو بسرير ماستر وجلسة,حي الخليج,400,الرياض,استديو
13415,806,9.7,36,60,استديو بسرير ماستر وجلسة جانبية,حي اليرموك,350,الرياض,استديو
13416,807,9.7,64,50,شقة أنيقة بصالة وغرفة نوم,حي حطين,900,الرياض,شقة
13417,808,10.0,72,50,استديو هادئ وأنيق بدخول ذاتي,حي العقيق,280,الرياض,استديو
13418,809,10.0,14,60,استديو بسرير ماستر وجلسة,حي العقيق,300,الرياض,استديو
13419,810,9.5,41,80,استديو مريح لليلة جميلة ومميزة,حي المونسية,220,الرياض,استديو
13420,811,9.9,54,70,استديو مريح لليلة جميلة ومميزة,حي اليرموك,249,الرياض,استديو
13421,812,9.4,39,75,شقة بصالة وغرفة نوم,حي اليرموك,280,الرياض,شقة
13422,813,9.9,17,60,شقة بصالة انيقة ودخول ذاتي,حي الملقا,450,الرياض,شقة
13423,814,9.9,31,50,شقة بغرفة جلوس وغرفة نوم,حي الياسمين,444,الرياض,شقة
13424,815,9.9,49,32,استديو بسرير ماستر وجلسة جانبية,حي النزهة,349,الرياض,استديو
13425,816,9.9,55,75,شقة بصالة وغرفة نوم دخول ذاتي,حي الربيع,480,الرياض,شقة
13426,817,9.7,37,65,استديو هادئ وأنيق بدخول ذاتي,حي حطين,750,الرياض,استديو
13427,818,9.7,38,75,استديو بأثاث مريح وبسيط,حي اليرموك,280,الرياض,استديو
13428,819,9.8,24,75,شقة أنيقة بصالة وغرفة نوم,حي السلام,299,الرياض,شقة
13429,820,9.4,22,24,استديو بأثاث مريح وبسيط,حي الدار البيضاء,225,الرياض,استديو
13430,821,10.0,15,40,استديو بسرير ماستر وجلسة,حي الملقا,450,الرياض,استديو
13431,822,9.9,35,40,استديو هادئ بجاكوزي ودخول ذكي,حي اشبيلية,328,الرياض,استديو
13432,823,9.5,1,55,استديو هادئ بدخول ذاتي,حي المصيف,299,الرياض,استديو
13433,824,9.6,22,31,استديو مودرن بدخول ذاتي,حي لبن,369,الرياض,استديو
13434,825,10.0,4,50,شقة أنيقة بصالة وغرفة نوم,حي اليرموك,300,الرياض,شقة
13435,826,9.9,34,28,استديو بموقع مميز ودخول ذاتي,حي لبن,279,الرياض,استديو
13436,827,9.9,19,60,استديو بأثاث مريح وبسيط,حي الحمراء,325,الرياض,استديو
13437,828,10.0,22,95,شقة بغرفة معيشة وغرفة نوم,حي النزهة,399,الرياض,شقة
13438,829,10.0,27,50,استديو بأثاث مريح وبسيط,حي ظهرة لبن,237,الرياض,استديو
13439,830,9.9,16,25,استديو بسرير ماستر ودخول ذاتي,حي الملقا,"1,299",الرياض,استديو
13440,831,9.9,27,75,شقة بصالة وغرفة نوم,حي قرطبة,330,الرياض,شقة
13441,832,9.1,3,60,شقة بصالة وغرفة نوم بموقع مميز,حي حطين,550,الرياض,شقة
13442,833,8.8,11,36,استديو بسرير وجلسة جانبية,حي الياسمين,699,الرياض,استديو
13443,834,9.6,16,60,استديو باثاث مريح وبسيط,حي المروج,450,الرياض,استديو
13444,835,9.1,10,50,استديو باثاث مريح وبسيط,حي القادسية,599,الرياض,استديو
13445,836,9.9,25,55,استديو بأجواء وموقع مميز,حي الصحافة,319,الرياض,استديو
13446,837,9.5,15,40,استديو هادئ بدخول ذاتي,حي الخليج,440,الرياض,استديو
13447,838,9.8,9,75,شقة أنيقة بصالة وغرفة نوم,حي طويق,299,الرياض,شقة
13448,839,9.9,12,50,شقة أنيقة بصالة وغرفة نوم,حي المصيف,650,الرياض,شقة
13449,840,10.0,13,88,شقة بغرفة جلوس وغرفة نوم,حي النرجس,399,الرياض,شقة
13450,841,10.0,2,60,شقة بغرفة نوم وصالة 21,حي العقيق,575,الرياض,شقة
13451,842,10.0,4,35,استديو مريح لليلة جميلة ومميزة,حي اليرموك,630,الرياض,استديو
13452,843,0.0,0,50,استديو بسرير ماستر وجلسة جانبية,حي المونسية,800,الرياض,استديو
13453,844,9.7,312,35,استديو أنيق وهادئ بدخول ذاتي,حي قرطبة,549,الرياض,استديو
13454,845,9.1,172,25,استديو بأثاث انيق ودخول ذاتي,حي الملقا,270,الرياض,استديو
13455,846,9.7,203,30,استوديو هادئ وأنيق بدخول ذاتي,حي الملقا,530,الرياض,استديو
13456,847,9.9,182,50,شقة بصالة وغرفة نوم دخول ذاتي,حي العقيق,367,الرياض,شقة
13457,848,9.5,119,60,شقة بصالة انيقة ودخول ذاتي,حي العقيق,600,الرياض,شقة
13458,849,9.8,55,75,شقة بصالة و غرفة نوم,حي المونسية,450,الرياض,شقة
13459,850,9.8,75,75,شقة بتصميم انيق و هادئ,حي حطين,600,الرياض,شقة
13460,851,9.7,77,25,استديو بسرير ماستر وجلسة جانبية,حي الفلاح,348,الرياض,استديو
13461,852,9.9,30,40,استديو مريح لليلة جميلة ومميزة,حي النرجس,350,الرياض,استديو
13462,853,9.6,87,28,استديو بسرير ماستر ودخول ذاتي,حي الياسمين,270,الرياض,استديو
13463,854,9.8,70,60,شقة بتصميم انيق ودخول ذاتي,حي الفلاح,499,الرياض,شقة
13464,855,9.9,122,40,استديو بسرير ماستر وجلسة,حي الربيع,300,الرياض,استديو
13465,856,9.8,99,25,استديو بسرير ماستر ودخول ذاتي,حي العارض,250,الرياض,استديو
13466,857,10.0,1,75,شقة بصالة وغرفة نوم,حي الغدير,439,الرياض,شقة
13467,858,9.4,90,60,شقة بغرفة نوم وصالة,حي اليرموك,360,الرياض,شقة
13468,859,9.8,46,75,استديو مودرن بدخول ذاتي,حي لبن,369,الرياض,استديو
13469,860,9.6,81,45,استديو بسرير ماستر وجلسة جانبية,حي القدس,265,الرياض,استديو
13470,861,9.6,68,75,استديو مريح لليلة جميلة ومميزة,حي لبن,250,الرياض,استديو
13471,862,9.7,59,75,شقة بغرفة نوم وصالة انيقة,حي اليرموك,250,الرياض,شقة
13472,863,9.3,20,60,شقة بصالة أنيقة وغرفة نوم,حي اليرموك,320,الرياض,شقة
13473,864,9.1,56,75,شقة بصالة وغرفة نوم دخول ذاتي,حي اليرموك,490,الرياض,شقة
13474,865,9.9,36,60,شقة بصالة انيقة وغرفة نوم,حي الربيع,750,الرياض,شقة
13475,866,9.7,14,50,استديو بسرير ماستر ودخول ذاتي,حي حطين,314,الرياض,استديو
13476,867,9.2,7,50,استديو بأثاث مريح وبسيط,حي النرجس,225,الرياض,استديو
13477,868,9.8,27,75,استديو بسرير ماستر وجلسة,حي الحزم,295,الرياض,استديو
13478,869,9.7,26,60,شقة بصالة جلوس وغرفة نوم,حي اليرموك,700,الرياض,شقة
13479,870,10.0,36,60,شقة بغرفة معيشة وغرفة نوم,حي اليرموك,349,الرياض,شقة
13480,871,9.7,42,32,استديو بسرير ماستر وجلسة جانبية,حي النزهة,349,الرياض,استديو
13481,872,9.7,46,45,استديو بسرير ماستر وجاكوزي,حي لبن,600,الرياض,استديو
13482,873,9.7,30,50,شقة بغرفة نوم وصالة,حي اليرموك,650,الرياض,شقة
13483,874,9.5,29,40,استديو بسرير ماستر وجلسة,حي الياسمين,280,الرياض,استديو
13484,875,9.9,41,50,استيديو عصري بدخول ذاتي,حي الدار البيضاء,254,الرياض,استديو
13485,876,10.0,26,75,شقة أنيقة بصالة وغرفة نوم,حي المونسية,450,الرياض,شقة
13486,877,9.7,26,60,شقة بغرفة نوم أنيقة ودخول ذاتي,المعذر الشمالي,350,الرياض,شقة
13487,878,9.2,10,50,شقة بغرفة نوم وصالة,حي العقيق,600,الرياض,شقة
13488,879,10.0,35,110,شقة بصالة وجلسة خارجية,حي النزهة,599,الرياض,شقة
13489,880,9.9,17,50,شقة بصالة وغرفة نوم وأثاث بسيط5B,حي الياسمين,550,الرياض,شقة
